date,amount,client_id
2017-05-24,63.05825076165355,975386
2021-08-29,118.25366455650918,955735
2020-08-23,102.69355472983875,975386
2019-04-27,78.94271439810325,160736
2017-10-20,56.9496518318674,143171
2021-03-29,96.14537258031933,986180
2019-07-18,81.17283858565239,427729
2017-08-12,79.0628588551181,975386
2019-10-13,71.3782228493537,160736
2019-08-28,98.94434370687503,170552
2020-08-31,102.7315936155357,955735
2017-09-03,74.95457394836525,955735
2017-10-05,57.007171664735,457867
2017-08-29,79.12253380133313,588453
2017-08-17,79.00405080146436,457867
2018-05-09,69.09336746352385,457867
2018-06-15,75.97849791778799,955698
2020-01-31,65.14167989083376,588453
2020-04-29,81.8169581786054,966823
2017-03-26,63.94520314623083,966823
2020-12-29,104.03897879767837,975386
2017-09-18,74.95462940521104,588453
2018-04-18,69.36576406362089,955735
2021-06-05,103.78827208695819,143171
2020-12-24,104.1318780566513,170552
2020-12-26,103.75052068474827,955698
2019-04-18,78.90320703086653,169440
2020-04-13,82.06525662207308,143171
2020-12-01,104.09219476376225,588453
2019-12-03,99.96194756729668,160736
2018-04-30,69.39725795299945,427729
2020-05-25,81.91318742338176,975386
2020-08-12,102.81732239441935,955735
2019-06-19,86.4129453860975,169440
2019-09-22,93.88887886844057,975386
2018-07-02,71.68953483138208,457867
2017-10-23,56.955347022410095,589131
2018-10-04,62.719136768211655,457867
2018-12-27,87.97533318049715,170552
2020-11-13,77.91237140692301,975386
2017-10-20,56.97329857011273,160736
2017-03-20,63.98967800432582,457867
2021-05-12,94.56287697421848,975386
2018-03-01,70.5793259025798,427729
2021-08-11,118.58137971237574,986180
2017-07-23,65.00612064029846,143171
2020-11-29,78.10410544458757,589131
2020-01-12,65.00336926440295,160736
2018-05-18,69.32819126182717,169440
2017-04-12,62.99414845072278,143171
2021-07-02,97.31635289430659,588453
2021-05-20,94.48497916465996,955698
2019-05-09,78.757608540577,986180
2018-05-07,69.49788245244515,457867
2017-04-17,62.92011409251544,955735
2018-10-04,62.86888341520417,589131
2017-07-15,65.1343365887544,427729
2019-03-10,80.00736145723776,457867
2020-10-15,73.880004257122,975386
2021-09-03,112.47835387956553,143171
2018-10-19,62.57186711424125,427729
2020-09-15,97.29615452291605,589131
2017-09-18,75.18610439901005,955735
2017-04-08,62.8645237564167,955698
2018-12-17,87.82106520116625,170552
2019-10-30,71.06670797284875,499072
2018-05-27,69.1643897858535,589131
2020-07-19,84.51888967527657,170552
2020-05-20,81.75674894253994,457867
2019-04-14,78.74844757980176,143171
2019-09-30,93.49843603230599,143171
2020-09-25,97.5718674364267,955735
2019-06-27,86.09759614809181,588453
2018-06-09,75.98274257724245,169440
2017-12-16,80.17663486751817,986180
2020-10-22,74.08464783831995,955698
2021-09-25,112.53241383369453,588453
2020-02-23,87.00485572462632,427729
2018-02-28,73.82324883857558,170552
2018-01-31,54.91205556513422,589131
2017-08-08,79.18132664105363,966823
2021-04-06,94.44339648584807,143171
2020-01-06,64.87202933486336,975386
2019-03-12,80.0104973725155,955735
2018-07-04,71.45627629608583,955698
2021-08-06,118.39724706406541,589131
2020-01-17,65.00086637074618,160736
2019-04-06,78.52613488333793,169440
2017-12-18,79.93488623744555,955698
2018-03-01,70.4867536913274,160736
2018-10-07,62.60486108631732,169440
2017-10-04,57.00316204435279,955698
2018-09-10,82.58764251877099,169440
2018-11-28,66.09833788455666,160736
2018-02-14,73.75042465126089,986180
2021-08-11,118.41243167707668,966823
2021-08-07,118.74871001972173,170552
2020-08-17,102.56117399304863,589131
2021-11-05,89.91759516343613,966823
2018-01-13,54.97099420659873,589131
2017-11-03,59.876485153428725,975386
2021-10-19,85.37883058126377,457867
2018-10-02,62.862679821134904,975386
2021-03-18,96.18073645397354,588453
2017-10-10,57.14097019770574,169440
2019-12-08,100.020800634314,955735
2018-05-17,69.25392065862953,457867
2020-06-22,89.60445536810707,966823
2020-07-09,84.2750868635717,975386
2017-02-20,66.91248470041654,986180
2021-06-05,103.38308000921492,589131
2018-08-27,86.86668625491373,160736
2018-01-15,55.17603497460928,427729
2017-08-09,78.97021224752824,169440
2017-08-28,78.85419159026284,955698
2017-09-26,75.02643666704427,589131
2020-11-06,77.85008847650768,170552
2020-04-10,81.7222008166632,986180
2017-08-13,79.0093312058762,427729
2019-05-17,78.82575574607844,589131
2021-01-24,74.63615053581421,986180
2021-08-02,118.36460789713087,143171
2021-11-17,90.01245241565036,160736
2021-12-07,120.11538258133807,955698
2021-10-07,85.29855768334932,499072
2017-04-04,62.76844701739542,588453
2021-01-26,74.88428769998185,160736
2019-03-11,79.94607231843568,955698
2019-04-13,78.80457349998623,169440
2018-09-26,82.30800964451942,966823
2020-12-16,104.03844593718007,986180
2019-12-11,100.06573784786175,589131
2019-08-17,98.8507966242284,160736
2017-09-19,75.02726839137932,427729
2019-08-20,98.8548210659882,955698
2021-03-13,95.9599222949347,966823
2021-06-15,103.29890592659996,975386
2020-02-07,87.20513723194905,143171
2021-04-15,94.45605680373362,588453
2021-10-24,85.49713727060666,499072
2018-09-06,82.4675577953535,457867
2019-10-24,71.54108617860788,457867
2018-05-20,69.3953475225477,589131
2020-04-16,82.15211492563948,588453
2019-09-12,93.83913750216198,169440
2019-03-22,80.06591693500353,588453
2018-01-29,55.19014480928146,170552
2018-07-11,71.43895626470446,986180
